,index,utterance,intentClass
22901,22907,sad happen i have a big dick,E
22902,22908,die cunt,E
22903,22909,gg,O
22904,22910,fucking acc buyer [SEPA] noob,E
22905,22911,PT??,O
22906,22912,hes OL even before 4 min ago,A
22907,22913,what he do.',O
22908,22914,gg,O
22909,22915,GG,O
22910,22916,my all farmer [SEPA] gg,O
22911,22917,4 hits :D [SEPA] talk about fed.,O
22912,22918,88,O
22913,22919,WD RAMPAGE,O
22914,22920,idiot,E
22915,22921,Still wanna win radiant ?,O
22916,22922,SOS UN ASCO PUDGE TE REPORTO [SEPA] NO PODES JUGAR ASI EN RANKED [SEPA] :V,A
22917,22923,finally,O
22918,22924,rec,A
22919,22925,hi mom! im playing against a 5k mmr,O
22920,22926,:D,O
22921,22927,gg,O
22922,22928,report my team,A
22923,22929,FUCKTARD NOW IN GAME,E
22924,22930,f9 [SEPA] f9,A
22925,22931,? [SEPA] mjst be,O
22926,22932,aiyo think rax 1 lane can comeback,O
22927,22933,really? [SEPA] you guys didnt us,O
22928,22934,,O
22929,22935,pause,A
22930,22936,"noob [SEPA] ,/,",E
22931,22937,fuck tp i have arcana-pa 2015 :D [SEPA] izi katka,E
22932,22938,dont be mad ns,O
22933,22939,sureness,O
22934,22940,but who was blame,O
22935,22941,ok guys [SEPA] prepare to die,O
22936,22942,go back to 3k where u belong,O
22937,22943,oh ffs,O
22938,22944,is real,O
22939,22945,"going 1-11 wasnt enough fo rhim, now he's buying chickens [SEPA] classic cyka",E
22940,22946,gg,O
22941,22947,intro boys,O
22942,22948,omi said this carry,O
22943,22949,ez joob,I
22944,22950,ggwp,O
22945,22951,<3,O
22946,22952,poser,O
22947,22953,he call me in phone [SEPA] he is comming,O
22948,22954,?,O
22949,22955,12 year old gangsta,O
22950,22956,it's 84 min [SEPA] legion needs to steal dmg not farm lol,O
22951,22957,wp,O
22952,22958,noob fucks,E
22953,22959,f9,O
22954,22960,"hi all,good luck and have fun",O
22955,22961,gg,O
22956,22962,i know...,O
22957,22963,hehehe [SEPA] you're,O
22958,22964,im sorry man [SEPA] for before,O
22959,22965,?,O
22960,22966,LETAS ALL REPORT RUBICK FOR TEH LULZ,A
22961,22967,LOOL,O
22962,22968,lag,O
22963,22969,we cant,O
22964,22970,ez,I
22965,22971,wow? [SEPA] ohmy,O
22966,22972,lelele,O
22967,22973,dance in that shit,E
22968,22974,[SEPA] ez,I
22969,22975,p mid,O
22970,22976,dm [SEPA] carry an?,O
22971,22977,haha,O
22972,22978,let's see,O
22973,22979,end [SEPA] haha,O
22974,22980,fuck you,E
22975,22981,ya eh,O
22976,22982,alright my friend rubikc,O
22977,22983,cry babies,O
22978,22984,cause you are fucking moron [SEPA] Thats why,E
22979,22985,lmfao,O
22980,22986,add,O
22981,22987,gg,O
22982,22988,cant say it wasnt [SEPA] OMG,O
22983,22989,lel,O
22984,22990,nice base,O
22985,22991,me,O
22986,22992,did bb?,O
22987,22993,wahahaha,O
22988,22994,,O
22989,22995,they all lanning in my basement [SEPA] just naked n shit,E
22990,22996,lol [SEPA] haha [SEPA] gg sf,O
22991,22997,haha,O
22992,22998,:D,O
22993,22999,ahah [SEPA] 4 +1 players,I
22994,23000,report wind,A
22995,23001,he was the only one who went?,O
22996,23002,u faggots didnt pause fo rme,E
22997,23003,ggwp,O
22998,23004,),O
22999,23005,ILL: throw,O
23000,23006,focus me more,O
23001,23007,ure quite bad,O
23002,23008,easiest puck support match ive ever had,I
23003,23009,ｌｋｍｆａｏ,O
23004,23010,haha,O
23005,23011,So close ursa,O
23006,23012,sf too high damage,O
23007,23013,hah,O
23008,23014,can we guys ? for fair game ^_^,O
23009,23015,[SEPA] noob am [SEPA] :D [SEPA] die cm,E
23010,23016,imd ead [SEPA] im alive,O
23011,23017,Muting,O
23012,23018,noob [SEPA] ./.,E
23013,23019,oh,O
23014,23020,gg wp,O
23015,23021,sk reported,A
23016,23022,?,O
23017,23023,+_+,O
23018,23024,michael phelps,O
23019,23025,all g [SEPA] says he is offline [SEPA] wait a few min,A
23020,23026,combo wombo,O
23021,23027,y u mad? [SEPA],I
23022,23028,aaa [SEPA] aaa [SEPA] aaa [SEPA] aaa [SEPA] aaa [SEPA] aa [SEPA] aa,O
23023,23029,LOL,O
23024,23030,hahahaa,O
23025,23031,love randmon ass pudge suicide [SEPA] #skill,E
23026,23032,report Lesh,A
23027,23033,daynov [SEPA] krome wispa,O
23028,23034,hahaha,O
23029,23035,dont you love creeps,O
23030,23036,sad for malaysia,O
23031,23037,FKC YOU,E
23032,23038,32/30 hook :) [SEPA] not bad ? [SEPA] :),O
23033,23039,AHhaah,O
23034,23040,2 mid,O
23035,23041,gg,O
23036,23042,ALL SLOW [SEPA] :@,O
23037,23043,lycan got a blink lmao,O
23038,23044,ez mid ez life,I
23039,23045,lol,O
23040,23046,there is my bro,O
23041,23047,u gg all of u [SEPA] and yet u lose [SEPA] l2p please,O
23042,23048,wait,A
23043,23049,deine mama,O
23044,23050,haha,O
23045,23051,blame teammate,O
23046,23052,29 mins dag,O
23047,23053,hes dont leave,O
23048,23054,yeah but they goin yolo with no BKB,O
23049,23055,lol?,O
23050,23056,lol [SEPA] almost die,O
23051,23057,GG,O
23052,23058,free to report for attitude :3,A
23053,23059,am shit [SEPA] wodota?,E
23054,23060,what a game,O
23055,23061,shut up youre dead,E
23056,23062,look at score,I
23057,23063,party players ,O
23058,23064,PINOY,E
23059,23065,report void [SEPA],E
23060,23066,bobong mid [SEPA] tang ina,O
23061,23067,1.4 k gold :),O
23062,23068,thx for doing it before,O
23063,23069,let us end fast [SEPA] Dont waste time [SEPA] no hope,O
23064,23070,could u leave now?,O
23065,23071,"./,.",O
23066,23072,"I love how you focus me every time [SEPA] sure I die, but 5 of you die :DD",O
23067,23073,no barbaric [SEPA] sry,O
23068,23074,gg,O
23069,23075,ONLY PHASE,O
23070,23076,ENOPJOUAY!,O
23071,23077,lol,O
23072,23078,hehe,O
23073,23079,lag [SEPA] ty for [SEPA] i hope you need one later :),O
23074,23080,wtf moment,O
23075,23081,win only talk cock pls,E
23076,23082,it is solo queue [SEPA] man,O
23077,23083,[SEPA] suck [SEPA] tusks [SEPA] dick,E
23078,23084,sure pudge,O
23079,23085,"wait clinkz [SEPA] shit [SEPA] this blue [SEPA] wait doom [SEPA] p[ls report clinkz [SEPA] waoit doom, [SEPA] zzzz [SEPA] pls report my team",E
23080,23086,what a fucking faggot,E
23081,23087,END CTM,O
23082,23088,12 after fed 10 x [SEPA] seriously,O
23083,23089,he's just doing a recon mission [SEPA] if you were half the we are [SEPA] you would have 8 kills [SEPA] ohkay then....,O
23084,23090,1,O
23085,23091,kkk,O
23086,23092,your just bad,O
23087,23093,predic fail [SEPA] viper [SEPA] lol,O
23088,23094,no courier gg,O
23089,23095,Gege,O
23090,23096,commends pls,A
23091,23097,end [SEPA] im tired,O
23092,23098,wp,O
23093,23099,ezy,O
23094,23100,lmao,O
23095,23101,?,O
23096,23102,Straight mid guys,O
23097,23103,[SEPA] u will [SEPA] keep pushing,A
23098,23104,ff [SEPA] [SEPA] best supp ever [SEPA] no qward [SEPA] luna free farm,O
23099,23105,win first [SEPA] there was no alc this game [SEPA] what you talking about cunt,E
23100,23106,no one kill husker,O
23101,23107,ok,O
23102,23108,recomiendane+,A
23103,23109,lolk,O
23104,23110,hAHA A,O
23105,23111,ty,O
23106,23112,?,O
23107,23113,qopa dura [SEPA] deso sobrala,O
23108,23114,gg,O
23109,23115,1-7 carry is flaming and blaming others :-D wtf game :-D,E
23110,23116,|XD [SEPA] XD,O
23111,23117,yooohoo,O
23112,23118,tell him [SEPA] to stop,O
23113,23119,o [SEPA] shit [SEPA] they carried u [SEPA] but u dont unerstand,E
23114,23120,Hahahahahahah [SEPA] [SEPA] HAHAHAHAHAHAHAHA,I
23115,23121,ALEG [SEPA] ALEG [SEPA] AELG [SEPA] NA RIKI,O
23116,23122,gg,O
23117,23123,lol,O
23118,23124,gg,O
23119,23125,thanks,O
23120,23126,Wtf this team [SEPA] wtf this lc [SEPA] WHAT THE ACTUAL FUCK,E
23121,23127,gg,O
23122,23128,:O,O
23123,23129,? [SEPA] Pro jukes?,O
23124,23130,wodota funny,O
23125,23131,i think normal match,O
23126,23132,tbh i was leader es lol,O
23127,23133,should have roshd,O
23128,23134,singsing on our [SEPA] wtf,O
23129,23135,sec,O
23130,23136,im just to good [SEPA] in your level,O
23131,23137,hey venge [SEPA] you mad,I
23132,23138,ok bro,O
23133,23139,and pause it,A
23134,23140,wtf!!! void,O
23135,23141,okay 1 min,A
23136,23142,dont waste time,O
23137,23143,wsip come back baby [SEPA] HAHAHA [SEPA] wisp i you 2moro,O
23138,23144,mad?,I
23139,23145,haha [SEPA] y u go just me dead,I
23140,23146,bg,O
23141,23147,hahahahhaha,O
23142,23148,its there potato comps,O
23143,23149,jogo muito n [SEPA] só desisti dessa partida,O
23144,23150,haha,O
23145,23151,lol u were dis?XD,O
23146,23152,,O
23147,23153,no we dont,O
23148,23154,bobo ez,E
23149,23155,wow 2300,O
23150,23156,lol,O
23151,23157,ay lmao,O
23152,23158,maphack,O
23153,23159,lusting <3,O
23154,23160,commend me pls,A
23155,23161,sf with qb [SEPA] fuck my life,E
23156,23162,u didnt see that much id say,O
23157,23163,FU,O
23158,23164,he has mouse problem,O
23159,23165,izi bot,E
23160,23166,BYE 4K GAMING [SEPA] HAHA,I
23161,23167,u trilaned first,O
23162,23168,because u miracle- we gg,O
23163,23169,BURN IN HELL,I
23164,23170,wait,A
23165,23171,LET'S REPORT VENOM,A
23166,23172,LOL [SEPA] excuses,O
23167,23173,wak kok lawannya cupu bgt ya [SEPA] sorry wrong chat,O
23168,23174,best sf ever,O
23169,23175,(,O
23170,23176,ez [SEPA] against this am? [SEPA] ofc,E
23171,23177,pa guys,O
23172,23178,and only 96 duel dmg,O
23173,23179,rofl,O
23174,23180,ez friend,I
23175,23181,well played,O
23176,23182,[SEPA] commend me [SEPA] reported bs,A
23177,23183,a bad luck nightr,O
23178,23184,tyty,O
23179,23185,really ez game [SEPA] won even with slark [SEPA] cant believe,I
23180,23186,HAHA,A
23181,23187,ez katushka,I
23182,23188,1st time? [SEPA] grats,O
23183,23189,haha,O
23184,23190,wasnt i early game?,O
23185,23191,dfsgahzwreas,O
23186,23192,fuck you invoker,E
23187,23193,guys ... hes coming back.. can we just please,O
23188,23194,[SEPA] account then [SEPA] 1k mmr [SEPA] fuck your self dude [SEPA] [SEPA] ./.,E
23189,23195,hahhaha,O
23190,23196,this guys,O
23191,23197,fuck u,E
23192,23198,sorr,O
23193,23199,vodka,O
23194,23200,4-0-4-0,O
23195,23201,don't def ? xD [SEPA] haahahah [SEPA] lame xD [SEPA] XD [SEPA] patehtic ^^,O
23196,23202,should be kotl,O
23197,23203,hahaha,O
23198,23204,account buyer,I
23199,23205,?,O
23200,23206,commed me,A
23201,23207,commend,A
23202,23208,LMAO,O
23203,23209,*commend,A
23204,23210,LOL?,O
23205,23211,nice stacks gyro ,O
23206,23212,lets when he respawns,O
23207,23213,kontol [SEPA] kontol,O
23208,23214,wai [SEPA] i cant move [SEPA] Help [SEPA] i cant move my hero [SEPA] help me,O
23209,23215,jugger trying? [SEPA] U shouldve mid [SEPA] voker got so babysat,O
23210,23216,snickers.,O
23211,23217,my team is kinda wrecking itself,I
23212,23218,we all 5 matchmaking,O
23213,23219,afk [SEPA] tuskç,A
23214,23220,=),O
23215,23221,report well deserved.,A
23216,23222,wow,O
23217,23223,"noob, refresher on sf ...",E
23218,23224,we won,O
23219,23225,Davai2 [SEPA] bratan,O
23220,23226,i dropped all my items [SEPA] accidentally [SEPA] help,O
23221,23227,?,O
23222,23228,lol you've dualed me twice in WR,O
23223,23229,bb ?,O
23224,23230,i lov your shackels,O
23225,23231,lol,O
23226,23232,steam profile online [SEPA] might have crashed [SEPA] 2 mins please [SEPA] then we'll go,O
23227,23233,D:,O
23228,23234,i will report him in my group [SEPA] in vk.com [SEPA] ppl,A
23229,23235,what a game,O
23230,23236,report PA for PA,A
23231,23237,GG,O
23232,23238,gg close game,O
23233,23239,GG [SEPA] GGWP [SEPA] ALMOST 1 hour [SEPA] HAHAHAHAHAHA,O
23234,23240,rec [SEPA] there is bug [SEPA] ty radiant [SEPA] ty,O
23235,23241,great game [SEPA] ill be watchin replays,O
23236,23242,stfu,E
23237,23243,cant much from am first pick man,O
23238,23244,yeah i did,O
23239,23245,scared ?,O
23240,23246,spectre is really looking for a smack,O
23241,23247,re´prt [SEPA] report [SEPA],A
23242,23248,ggwp,O
23243,23249,ggwp,O
23244,23250,lol,O
23245,23251,lmao i tried,O
23246,23252,gj [SEPA] rubick,O
23247,23253,know how to carry a tp :S,I
23248,23254,[SEPA] NOBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,E
23249,23255,why not?,O
23250,23256,its the year u ape,O
23251,23257,gg,O
23252,23258,topgame [SEPA] gg,O
23253,23259,lol that am pick sure did good tho,O
23254,23260,noob mid*,E
23255,23261,AND NOT THIS SF [SEPA] relax lane bot for doom [SEPA] my shaker carry [SEPA] always farm on jungle [SEPA] and no help for kill this doom [SEPA] but its europa,O
23256,23262,omg [SEPA] :O,O
23257,23263,SWAN,O
23258,23264,:D,O
23259,23265,my wr [SEPA] went blink instead of midas [SEPA] nice blink wr,O
23260,23266,pudge lol,O
23261,23267,got doom [SEPA] dw,O
23262,23268,that mole,O
23263,23269,ox [SEPA] ez game,I
23264,23270,he said 'I lose bot cuz you take my farm '!,O
23265,23271,hahaha [SEPA] hard looser,O
23266,23272,im the best,O
23267,23273,yap [SEPA] ever,O
23268,23274,dang,O
23269,23275,bravo form e [SEPA] report me [SEPA] :d,A
23270,23276,Hahaha,O
23271,23277,smart [SEPA] :),O
23272,23278,end [SEPA] 5 dead..,O
23273,23279,rly [SEPA] focus lich,O
23274,23280,talk,O
23275,23281,earlier,O
23276,23282,sk is a kid,I
23277,23283,gg na yan,O
23278,23284,anyway [SEPA] slark [SEPA] with 0 frags,I
23279,23285,gg,O
23280,23286,I WAITING FOR U,O
23281,23287,nice buyback,O
23282,23288,pudge [SEPA] hahg,O
23283,23289,okay thats my reports for day,I
23284,23290,doom [SEPA] you really [SEPA] ::@H@H@H@,O
23285,23291,fuck,E
23286,23292,gg,O
23287,23293,LOSER,I
23288,23294,gl hf !,O
23289,23295,I already did,O
23290,23296,?,O
23291,23297,ye [SEPA] i see,O
23292,23298,SAD,O
23293,23299,..,O
23294,23300,PFF,O
23295,23301,LOX,O
23296,23302,dont leh [SEPA] what the,O
23297,23303,see free mmr,O
23298,23304,win sin nad,O
23299,23305,haha [SEPA] haha,O
23300,23306,dont fuck riki,E
23301,23307,REALLY :),O
23302,23308,top was too ez,I
23303,23309,say void,O
23304,23310,why doom?,O
23305,23311,keep the good wrok :),O
23306,23312,Report Axe [SEPA] Ty,A
23307,23313,uncle Benn [SEPA] die again,O
23308,23314,"jugg,commend me,help u alot :D",A
23309,23315,SRY,O
23310,23316,wow [SEPA] nice swap,O
23311,23317,he did it out of love,O
23312,23318,[SEPA] Rage quit,I
23313,23319,so greedy,O
23314,23320,nice timing,O
23315,23321,bara [SEPA] stop [SEPA] nice,O
23316,23322,mga ulol,O
23317,23323,zl,O
23318,23324,haha,O
23319,23325,are they peruvian,E
23320,23326,greeting to my mom lina,E
23321,23327,pls [SEPA] intencional feed,I
23322,23328,#NAME?,O
23323,23329,lmfao,O
23324,23330,why you run [SEPA] spec,O
23325,23331,noob,E
23326,23332,ez,I
23327,23333,dang,O
23328,23334,nice 100 hp gank lol,O
23329,23335,week,O
23330,23336,10/10 CANCER,I
23331,23337,-25,O
23332,23338,good duel,O
23333,23339,rough decline from here,O
23334,23340,OR I DIE [SEPA] TO,O
23335,23341,meepo throws [SEPA] Gg,O
23336,23342,i don care actually [SEPA] just wanna this jugg lesson,O
23337,23343,jugg said he will feed [SEPA] jugg said he will feed,O
23338,23344,w8 dude,A
23339,23345,NO WARD [SEPA] we happy no ward,O
23340,23346,eu adoro bater em rubick q quer pagar de q joga muito kkkkk,O
23341,23347,spectre,O
23342,23348,pro,O
23343,23349,buyback is ready,O
23344,23350,ELDER DC CAUSE HE NOOB,E
23345,23351,dc,A
23346,23352,defend base la,O
23347,23353,nice hook,O
23348,23354,ez mid ez game,I
23349,23355,?,O
23350,23356,pfff [SEPA] dota 5 vs 5,O
23351,23357,A'Munic is gonna have his e-peen cut by 25 mrr [SEPA] he is very frustrated,O
23352,23358,NO [SEPA] AS I WAS COMMING OUT OF EULS [SEPA] BEFORE BLINK (WHICH HAS NO CAST TIME) WENT [SEPA] U HOOKED ME,O
23353,23359,intentional,O
23354,23360,no,O
23355,23361,"let it out, dont be cruel [SEPA] w8 [SEPA] ..",A
23356,23362,flash stacks gg,O
23357,23363,XD,O
23358,23364,gg,O
23359,23365,ty,O
23360,23366,can you? [SEPA] nice one,O
23361,23367,pls SF [SEPA] he deserves low priority,I
23362,23368,thsi qop plays with u [SEPA] so ez,I
23363,23369,|there no space for u in dota 2 am [SEPA] better dota and wash your clothes,O
23364,23370,SAD GAME [SEPA] THESE GUYS [SEPA] BLAME ME,O
23365,23371,slark [SEPA] you rape pudge really good,E
23366,23372,yes,O
23367,23373,Its gg,O
23368,23374,Ez,I
23369,23375,this necro [SEPA] [SEPA] i got good items [SEPA] what the fuck,E
23370,23376,i afk,A
23371,23377,i want win for my sister who suffers from,O
23372,23378,big combo [SEPA] man,O
23373,23379,hello,O
23374,23380,the only hero [SEPA] where you aim w to get insta kills haha,O
23375,23381,wow [SEPA] um nah [SEPA] u werent [SEPA] but wtv bruhh [SEPA] GG :D,O
23376,23382,haha [SEPA] nice,O
23377,23383,,O
23378,23384,NO,O
23379,23385,wasting my mana,O
23380,23386,wards,O
23381,23387,wtf,O
23382,23388,gg,O
23383,23389,that it was,O
23384,23390,u ?,O
23385,23391,one shit techies then,E
23386,23392,riki = win :D,O
23387,23393,#ezMMR,O
23388,23394,yeh [SEPA] bb,O
23389,23395,ok,O
23390,23396,Shit short mana,E
23391,23397,hola doom :3,O
23392,23398,mistakes made?,O
23393,23399,TINY?,O
23394,23400,asian size,E
23395,23401,gege,O
23396,23402,lol [SEPA] it's ok,O
23397,23403,ez for this alche [SEPA] 45 min farming [SEPA] him,I
23398,23404,easiest jug [SEPA] i ever vs [SEPA] ez mid too [SEPA] ROFL,I
23399,23405,like [SEPA] flashy plays won't give wr farm [SEPA] nice,O
23400,23406,wp,O
23401,23407,LOLz,O
23402,23408,don't please,O
23403,23409,GG [SEPA] lolz [SEPA] free mmr,O
23404,23410,zeus reported,A
23405,23411,whhy,O
23406,23412,ez MID [SEPA] ezzzzzz,I
23407,23413,LOOL [SEPA] LOOOOOOOOOOOOOOOOOL,I
23408,23414,ALCHEEEEE [SEPA] WATASHIWAA,O
23409,23415,HIGH GROUND BOYS,O
23410,23416,report invoker?,A
23411,23417,its a throw my nigga [SEPA] HAHAHAHAHHA,E
23412,23418,die,O
23413,23419,gg,O
23414,23420,and games,O
23415,23421,:D,O
23416,23422,our alch is something :),O
23417,23423,just wait,A
23418,23424,GG,O
23419,23425,jajajaja how r u [SEPA] i am under the water [SEPA] help,O
23420,23426,NOOOO LOL,O
23421,23427,Hahah,O
23422,23428,ok,O
23423,23429,=-),O
23424,23430,gg wp [SEPA] gg wp,O
23425,23431,?,O
23426,23432,commend me,A
23427,23433,HEHE,O
23428,23434,Haha [SEPA] T_T,O
23429,23435,?,O
23430,23436,gg wp,O
23431,23437,galing,O
23432,23438,where you at,O
23433,23439,LUCKER,O
23434,23440,sit out bounty,O
23435,23441,lmao [SEPA] LMAO [SEPA] this guys hilarious [SEPA] stuns and doesnt trigger,O
23436,23442,?,O
23437,23443,blademail isnt gonna save u buddy,O
23438,23444,you get retards like venge,E
23439,23445,did,O
23440,23446,wp sk [SEPA] if u not die me on lane,O
23441,23447,Gg,O
23442,23448,noob team,E
23443,23449,fuck your split :-*,E
23444,23450,this ember is just,O
23445,23451,commend me,A
23446,23452,:D [SEPA] lol,O
23447,23453,gf sending nudes,O
23448,23454,THIS HUSKAR,O
23449,23455,ok,O
23450,23456,ggwp,O
23451,23457,g,A
23452,23458,rofl,O
23453,23459,...,O
23454,23460,Ez mid but lose :),I
23455,23461,faggots,E
23456,23462,really ?,A
23457,23463,how long dude?,O
23458,23464,#sniper,O
23459,23465,|cumback not real,O
23460,23466,"report nobody, hack Oo",A
23461,23467,EZ,I
23462,23468,he commin?,O
23463,23469,for noob play,E
23464,23470,BASURA DE INVOKER,O
23465,23471,lol,O
23466,23472,hahahaa,O
23467,23473,why me [SEPA] wtf,O
23468,23474,nami pang tudsun,O
23469,23475,lol [SEPA] rage?,O
23470,23476,reported,A
23471,23477,JAJAHJAHAHA,O
23472,23478,kill your friend,O
23473,23479,no alpha wolf? :P,O
23474,23480,tinker while ur point is right,O
23475,23481,gg wp [SEPA] throne,O
23476,23482,dafuq,O
23477,23483,we lucky :3,O
23478,23484,rekt [SEPA] rekt [SEPA] naga get refresher and chapstick before [SEPA] chavstick,O
23479,23485,i mean,O
23480,23486,yeah cool,O
23481,23487,:),O
23482,23488,haha thanks,O
23483,23489,no vision shoot,O
23484,23490,Xd,O
23485,23491,ggw[p,O
23486,23492,GGWP,O
23487,23493,4 MINUTES TO DEF [SEPA] OH I THOUGHT WE GONNA LOSE THIS GAME FOR FREE MMR,O
23488,23494,hey sk [SEPA] sure win,O
23489,23495,gg,O
23490,23496,EZ [SEPA] WAHAHAHA,I
23491,23497,just mid and end [SEPA] so we don't wasteour time,O
23492,23498,LOL,I
23493,23499,sorry,O
23494,23500,me?? jajajajajaja,O
23495,23501,guys [SEPA] u [SEPA] this game [SEPA] stay afk [SEPA] for sure,A
23496,23502,k,O
23497,23503,g,A
23498,23504,says the capt that did not said a word at pickin [SEPA] now he complains,O
23499,23505,i think b for him is fight [SEPA] such retard,E
23500,23506,just tell me,O
23501,23507,comeback,O
23502,23508,FUCK ALL [SEPA],E
